You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
Initializing t5-large on cuda...
Running full-parameter fine-tuning.
Loading data from data/raw/train_100k.jsonl...
Loaded 100000 samples.
Loading data from data/raw/valid.jsonl...
Loaded 500 samples.

Start Training: 100k | Effective Batch Size: 32 | AMP: bf16
Epoch 7 | Batch 450/3125 | Loss: 1.9104
Epoch 7 | Batch 500/3125 | Loss: 2.1102
Epoch 7 | Batch 550/3125 | Loss: 1.8253
Epoch 7 | Batch 600/3125 | Loss: 1.7637
Epoch 7 | Batch 650/3125 | Loss: 1.8712
Epoch 7 | Batch 700/3125 | Loss: 1.9097
Epoch 7 | Batch 750/3125 | Loss: 1.9426
Epoch 7 | Batch 800/3125 | Loss: 2.0420
Epoch 7 | Batch 850/3125 | Loss: 1.8397
Epoch 7 | Batch 900/3125 | Loss: 2.0690
Epoch 7 | Batch 950/3125 | Loss: 2.0090
Epoch 7 | Batch 1000/3125 | Loss: 1.8615
Epoch 7 | Batch 1050/3125 | Loss: 2.0926
Epoch 7 | Batch 1100/3125 | Loss: 1.8136
Epoch 7 | Batch 1150/3125 | Loss: 1.8396
Epoch 7 | Batch 1200/3125 | Loss: 2.1253
Epoch 7 | Batch 1250/3125 | Loss: 1.9493
Epoch 7 | Batch 1300/3125 | Loss: 1.9927
Epoch 7 | Batch 1350/3125 | Loss: 1.9353
Epoch 7 | Batch 1400/3125 | Loss: 1.9802
Epoch 7 | Batch 1450/3125 | Loss: 1.9720
Epoch 7 | Batch 1500/3125 | Loss: 1.9616
Epoch 7 | Batch 1550/3125 | Loss: 1.8462
Epoch 7 | Batch 1600/3125 | Loss: 1.9188
Epoch 7 | Batch 1650/3125 | Loss: 1.9114
Epoch 7 | Batch 1700/3125 | Loss: 1.9555
Epoch 7 | Batch 1750/3125 | Loss: 2.0177
Epoch 7 | Batch 1800/3125 | Loss: 1.9591
Epoch 7 | Batch 1850/3125 | Loss: 2.2018
Epoch 7 | Batch 1900/3125 | Loss: 2.0495
Epoch 7 | Batch 1950/3125 | Loss: 1.8173
Epoch 7 | Batch 2000/3125 | Loss: 1.8453
Epoch 7 | Batch 2050/3125 | Loss: 2.1398
Epoch 7 | Batch 2100/3125 | Loss: 2.1976
Epoch 7 | Batch 2150/3125 | Loss: 2.2366
Epoch 7 | Batch 2200/3125 | Loss: 1.9572
Epoch 7 | Batch 2250/3125 | Loss: 2.2332
Epoch 7 | Batch 2300/3125 | Loss: 2.0025
Epoch 7 | Batch 2350/3125 | Loss: 2.0533
Epoch 7 | Batch 2400/3125 | Loss: 2.1165
Epoch 7 | Batch 2450/3125 | Loss: 2.1492
Epoch 7 | Batch 2500/3125 | Loss: 2.2012
Epoch 7 | Batch 2550/3125 | Loss: 1.9277
Epoch 7 | Batch 2600/3125 | Loss: 2.1894
Epoch 7 | Batch 2650/3125 | Loss: 2.0635
Epoch 7 | Batch 2700/3125 | Loss: 1.9269
Epoch 7 | Batch 2750/3125 | Loss: 2.2470
Epoch 7 | Batch 2800/3125 | Loss: 2.0920
Epoch 7 | Batch 2850/3125 | Loss: 1.9175
Epoch 7 | Batch 2900/3125 | Loss: 2.0596
Epoch 7 | Batch 2950/3125 | Loss: 2.1481
Epoch 7 | Batch 3000/3125 | Loss: 1.9486
Epoch 7 | Batch 3050/3125 | Loss: 1.8529
Epoch 7 | Batch 3100/3125 | Loss: 2.0026
Epoch 7 | Time: 481.9s | Train: 1.9985 | Val: 4.2785
Epoch 8 | Batch 0/3125 | Loss: 1.8139
Epoch 8 | Batch 50/3125 | Loss: 1.7858
Epoch 8 | Batch 100/3125 | Loss: 2.0167
Epoch 8 | Batch 150/3125 | Loss: 1.6714
Epoch 8 | Batch 200/3125 | Loss: 1.8162
Epoch 8 | Batch 250/3125 | Loss: 1.6900
Epoch 8 | Batch 300/3125 | Loss: 1.8947
Epoch 8 | Batch 350/3125 | Loss: 2.0227
Epoch 8 | Batch 400/3125 | Loss: 1.8921
Epoch 8 | Batch 450/3125 | Loss: 1.8313
Epoch 8 | Batch 500/3125 | Loss: 1.8829
Epoch 8 | Batch 550/3125 | Loss: 1.7503
Epoch 8 | Batch 600/3125 | Loss: 2.0351
Epoch 8 | Batch 650/3125 | Loss: 1.8529
Epoch 8 | Batch 700/3125 | Loss: 1.9113
Epoch 8 | Batch 750/3125 | Loss: 2.0739
Epoch 8 | Batch 800/3125 | Loss: 1.9225
Epoch 8 | Batch 850/3125 | Loss: 1.9157
Epoch 8 | Batch 900/3125 | Loss: 1.9038
Epoch 8 | Batch 950/3125 | Loss: 2.0892
Epoch 8 | Batch 1000/3125 | Loss: 1.9570
Epoch 8 | Batch 1050/3125 | Loss: 1.9135
Epoch 8 | Batch 1100/3125 | Loss: 1.6004
Epoch 8 | Batch 1150/3125 | Loss: 1.7951
Epoch 8 | Batch 1200/3125 | Loss: 1.8064
Epoch 8 | Batch 1250/3125 | Loss: 2.1078
Epoch 8 | Batch 1300/3125 | Loss: 2.0626
Epoch 8 | Batch 1350/3125 | Loss: 1.7307
Epoch 8 | Batch 1400/3125 | Loss: 1.8430
Epoch 8 | Batch 1450/3125 | Loss: 1.8152
Epoch 8 | Batch 1500/3125 | Loss: 1.7983
Epoch 8 | Batch 1550/3125 | Loss: 1.8947
Epoch 8 | Batch 1600/3125 | Loss: 2.0096
Epoch 8 | Batch 1650/3125 | Loss: 1.7783
Epoch 8 | Batch 1700/3125 | Loss: 1.8290
Epoch 8 | Batch 1750/3125 | Loss: 1.7576
Epoch 8 | Batch 1800/3125 | Loss: 1.7765
Epoch 8 | Batch 1850/3125 | Loss: 1.9124
Epoch 8 | Batch 1900/3125 | Loss: 1.9111
Epoch 8 | Batch 1950/3125 | Loss: 2.0224
Epoch 8 | Batch 2000/3125 | Loss: 2.0128
Epoch 8 | Batch 2050/3125 | Loss: 1.9692
Epoch 8 | Batch 2100/3125 | Loss: 1.9111
Epoch 8 | Batch 2150/3125 | Loss: 1.9151
Epoch 8 | Batch 2200/3125 | Loss: 1.9094
Epoch 8 | Batch 2250/3125 | Loss: 1.8234
Epoch 8 | Batch 2300/3125 | Loss: 1.9521
Epoch 8 | Batch 2350/3125 | Loss: 1.8982
Epoch 8 | Batch 2400/3125 | Loss: 1.8649
Epoch 8 | Batch 2450/3125 | Loss: 1.8779
Epoch 8 | Batch 2500/3125 | Loss: 1.8620
Epoch 8 | Batch 2550/3125 | Loss: 1.9102
Epoch 8 | Batch 2600/3125 | Loss: 2.0183
Epoch 8 | Batch 2650/3125 | Loss: 1.8056
Epoch 8 | Batch 2700/3125 | Loss: 1.7925
Epoch 8 | Batch 2750/3125 | Loss: 1.9530
Epoch 8 | Batch 2800/3125 | Loss: 2.0897
Epoch 8 | Batch 2850/3125 | Loss: 1.7832
Epoch 8 | Batch 2900/3125 | Loss: 2.0534
Epoch 8 | Batch 2950/3125 | Loss: 2.0060
Epoch 8 | Batch 3000/3125 | Loss: 1.9719
Epoch 8 | Batch 3050/3125 | Loss: 1.9471
Epoch 8 | Batch 3100/3125 | Loss: 1.9831
Epoch 8 | Time: 474.6s | Train: 1.8894 | Val: 4.4019
Epoch 9 | Batch 0/3125 | Loss: 1.8404
Epoch 9 | Batch 50/3125 | Loss: 1.5433
Epoch 9 | Batch 100/3125 | Loss: 1.5417
Epoch 9 | Batch 150/3125 | Loss: 1.7694
Epoch 9 | Batch 200/3125 | Loss: 1.6391
Epoch 9 | Batch 250/3125 | Loss: 1.6866
Epoch 9 | Batch 300/3125 | Loss: 1.7982
Epoch 9 | Batch 350/3125 | Loss: 1.8781
Epoch 9 | Batch 400/3125 | Loss: 1.7742
Epoch 9 | Batch 450/3125 | Loss: 1.7129
Epoch 9 | Batch 500/3125 | Loss: 1.8012
Epoch 9 | Batch 550/3125 | Loss: 1.5487
Epoch 9 | Batch 600/3125 | Loss: 1.6897
Epoch 9 | Batch 650/3125 | Loss: 1.6128
Epoch 9 | Batch 700/3125 | Loss: 1.8122
Epoch 9 | Batch 750/3125 | Loss: 1.7846
Epoch 9 | Batch 800/3125 | Loss: 1.7043
Epoch 9 | Batch 850/3125 | Loss: 1.7636
Epoch 9 | Batch 900/3125 | Loss: 1.7666
Epoch 9 | Batch 950/3125 | Loss: 1.7385
Epoch 9 | Batch 1000/3125 | Loss: 1.8520
Epoch 9 | Batch 1050/3125 | Loss: 1.8157
Epoch 9 | Batch 1100/3125 | Loss: 1.7203
Epoch 9 | Batch 1150/3125 | Loss: 1.7766
Epoch 9 | Batch 1200/3125 | Loss: 1.8501
Epoch 9 | Batch 1250/3125 | Loss: 1.5604
Epoch 9 | Batch 1300/3125 | Loss: 1.8886
Epoch 9 | Batch 1350/3125 | Loss: 1.8080
Epoch 9 | Batch 1400/3125 | Loss: 1.7358
Epoch 9 | Batch 1450/3125 | Loss: 1.6225
Epoch 9 | Batch 1500/3125 | Loss: 1.8867
Epoch 9 | Batch 1550/3125 | Loss: 1.8585
Epoch 9 | Batch 1600/3125 | Loss: 1.7977
Epoch 9 | Batch 1650/3125 | Loss: 1.7878
Epoch 9 | Batch 1700/3125 | Loss: 1.6477
Epoch 9 | Batch 1750/3125 | Loss: 1.6566
Epoch 9 | Batch 1800/3125 | Loss: 1.8617
Epoch 9 | Batch 1850/3125 | Loss: 1.8736
Epoch 9 | Batch 1900/3125 | Loss: 1.7747
Epoch 9 | Batch 1950/3125 | Loss: 1.6979
Epoch 9 | Batch 2000/3125 | Loss: 1.8477
Epoch 9 | Batch 2050/3125 | Loss: 1.8837
Epoch 9 | Batch 2100/3125 | Loss: 1.8242
Epoch 9 | Batch 2150/3125 | Loss: 1.7879
Epoch 9 | Batch 2200/3125 | Loss: 1.7348
Epoch 9 | Batch 2250/3125 | Loss: 1.9425
Epoch 9 | Batch 2300/3125 | Loss: 1.9254
Epoch 9 | Batch 2350/3125 | Loss: 1.8553
Epoch 9 | Batch 2400/3125 | Loss: 1.9004
Epoch 9 | Batch 2450/3125 | Loss: 1.8819
Epoch 9 | Batch 2500/3125 | Loss: 1.8364
Epoch 9 | Batch 2550/3125 | Loss: 1.8507
Epoch 9 | Batch 2600/3125 | Loss: 1.6498
Epoch 9 | Batch 2650/3125 | Loss: 1.9046
Epoch 9 | Batch 2700/3125 | Loss: 1.8547
Epoch 9 | Batch 2750/3125 | Loss: 1.7654
Epoch 9 | Batch 2800/3125 | Loss: 1.7842
Epoch 9 | Batch 2850/3125 | Loss: 1.8777
Epoch 9 | Batch 2900/3125 | Loss: 1.7679
Epoch 9 | Batch 2950/3125 | Loss: 1.8965
Epoch 9 | Batch 3000/3125 | Loss: 1.8760
Epoch 9 | Batch 3050/3125 | Loss: 1.6768
Epoch 9 | Batch 3100/3125 | Loss: 1.6011
Epoch 9 | Time: 476.6s | Train: 1.7860 | Val: 4.5632

Done! Best Val Loss: 3.6344
